Event ID,Title,Description,Event Type,Event DateTime,Duration (min),Location,Special?
874867,JMU Rocky Horror Show,,Performance,4/6/2024 8:00:00 PM,120,Memorial Hall 4110 (Auditorium),False
855285,New Voices in Dance,"The creative spirit is alive and well in this year’s New Voices in Dance concert. This inspiring show featuring JMU’s Contemporary Dance Ensemble honors original choreography by JMU dance majors who are up-and-coming “new voices” in dance. The concert also includes student performances in guest artist and faculty work. Prepare to be awed by a wonderful and creative performance of dance! BUY SUBSCRIPTION   BUY SINGLE TICKETS   Price  Regular: $18  Subscriber: $16  JMU Fac/Staff: $17  Senior (62+): $17  Students: $13  STUDENT TICKETS: One per ID. JMU Student - In Person and online via student login. Other Student - In Person only.  TICKETS: Online, In Person, or by phone at (540) 568-7000. No refunds. No exchanges for single tickets.   Seating: Reserved   Patron Policies",Performance,4/6/2024 8:00:00 PM,0,"Forbes Center, Mainstage Theatre",False
855287,Riders To The Sea,"Experience an amazing performance of opera featuring two one-acts including Riders to the Sea and Suor Angelica. Begin your exhilarating journey with Ralph Vaughan Williams’s Riders to the Sea. Based on the play of the same name by J.M. Synge, this first one-act deals with themes of existentialism, fatalism, and conflicts between tradition and modernity.  Giacomo Puccini’s heartfelt Suor Angelica, a sentimental tale of tragedy, is his only work written solely for women’s voices. BUY SUBSCRIPTION   BUY SINGLE TICKETS   Price  Regular: $25  Subscriber: $23  JMU Fac/Staff: $24  Senior (62+): $24  Students: $12  STUDENT TICKETS: One per ID. JMU Student - In Person and online via student login. Other Student - In Person only.  TICKETS: Online, In Person, or by phone at (540) 568-7000. No refunds. No exchanges for single tickets.   Seating: Reserved   Patron Policies",Performance,4/6/2024 8:00:00 PM,0,"Forbes Center, Concert Hall",False
876668,UREC Club Field Hockey Tournament,,Competition - Athletic,4/7/2024 9:00:00 AM,435,Turf,False
867915,Group Swim Lessons, Learn more and sign up on urecregister.jmu.edu!,Instruction,4/7/2024 11:00:00 AM,150,UREC Multi-Activity Pool,False
876021,AFSP Out of the Darkness Campus Walk," The Out of the Darkness Campus Walks are the American Foundation for Suicide Prevention's (AFSP) signature student fundraising series, designed to engage youth and young adults in the fight to prevent suicide, a leading cause of death. Register to walk for this cause here! ",Run / Walk,4/7/2024 12:00:00 PM,240,Festival 5K Route,False
884327,Sig Ep Wheelchair Basektball Event,,Recreational Event,4/7/2024 12:00:00 PM,120,UREC Multi-Activity Center 2,False
867923,Group Swim Lessons - Adult Skills,Learn more and sign up on urecregister.jmu.edu!,Instruction,4/7/2024 12:15:00 PM,45,UREC Pool (Lane 1),False
872397,JMU Baseball vs Appalachian State,,Competition - Athletic,4/7/2024 1:00:00 PM,150,Veteran Memorial Baseball Stadium (Eagle Field),False
855286,New Voices in Dance,"The creative spirit is alive and well in this year’s New Voices in Dance concert. This inspiring show featuring JMU’s Contemporary Dance Ensemble honors original choreography by JMU dance majors who are up-and-coming “new voices” in dance. The concert also includes student performances in guest artist and faculty work. Prepare to be awed by a wonderful and creative performance of dance! BUY SUBSCRIPTION   BUY SINGLE TICKETS   Price  Regular: $18  Subscriber: $16  JMU Fac/Staff: $17  Senior (62+): $17  Students: $13  STUDENT TICKETS: One per ID. JMU Student - In Person and online via student login. Other Student - In Person only.  TICKETS: Online, In Person, or by phone at (540) 568-7000. No refunds. No exchanges for single tickets.   Seating: Reserved   Patron Policies",Performance,4/7/2024 2:00:00 PM,0,"Forbes Center, Mainstage Theatre",False
855288,Riders To The Sea,"Experience an amazing performance of opera featuring two one-acts including Riders to the Sea and Suor Angelica. Begin your exhilarating journey with Ralph Vaughan Williams’s Riders to the Sea. Based on the play of the same name by J.M. Synge, this first one-act deals with themes of existentialism, fatalism, and conflicts between tradition and modernity.  Giacomo Puccini’s heartfelt Suor Angelica, a sentimental tale of tragedy, is his only work written solely for women’s voices. BUY SUBSCRIPTION   BUY SINGLE TICKETS   Price  Regular: $25  Subscriber: $23  JMU Fac/Staff: $24  Senior (62+): $24  Students: $12  STUDENT TICKETS: One per ID. JMU Student - In Person and online via student login. Other Student - In Person only.  TICKETS: Online, In Person, or by phone at (540) 568-7000. No refunds. No exchanges for single tickets.   Seating: Reserved   Patron Policies",Performance,4/7/2024 2:00:00 PM,0,"Forbes Center, Concert Hall",False
884086,Precious Times,,Special Event,4/7/2024 4:00:00 PM,120,UREC Racquetball - Court 2,False
868759,Living the High Life ,,Wellness - UREC,4/7/2024 6:00:00 PM,60,UREC Meeting Room (Room 124),False
868758,Living the High Life ,REGISTER,Wellness - UREC,4/7/2024 6:00:00 PM,60,UREC Courtyard West,False
865752,Satisfy Your Sweet Tooth ,  Learn more and sign up on urecregister.jmu.edu! ,Wellness - UREC,4/7/2024 6:30:00 PM,60,UREC Demo Kitchen (Room 129a),False
859914,Outback Presents - Bert Kreischer,Join us for an evening with comedian Bert Kreischer as he brings his Tops Off World Tour to Harrisonburg! Purchase your tickets today! ,Concert,4/7/2024 7:00:00 PM,270,Atlantic Union Bank Center Event Floor,False
857573,Catholic Campus Ministry Mass,,Religious Activity,4/7/2024 9:00:00 PM,75,Festival Highlands Room,False
879774,Academic Success Program Workshop:  Studying,,Workshop,4/8/2024 10:00:00 AM,60,"The Union, Taylor 309",False
877725,Anxiety Toolbox (Part 3),Anxiety Toolbox offers one of the quickest ways to access evidence-based strategies and interventions to reduce anxiety symptoms. This series consists of three 50-minute structured workshops that build on the information shared in each part:  Part 3 introduces alternative ways to respond to your anxiety and provides resources to create a personalized action plan for managing anxiety.,Workshop,4/8/2024 10:30:00 AM,60,"Student Success Center, Counseling Center, 3105",False
885225,Stress &amp; Anxiety Management,,Workshop,4/8/2024 11:00:00 AM,60,Success Center 4049,False
867556,Intuitive Eating Workshop-Part 3,,Wellness -- UHC,4/8/2024 12:00:00 PM,60,Success Center 1075,False
877726,Cope60,Cope60 offers the quickest way to learn evidence-based strategies and practice skills to reduce stress symptoms and increase relaxation.  This 60-minute workshop allows you to practice and learn a variety of skills while gaining valuable information including:  - Breathing techniques to decrease stress and increase focus  - Muscle relaxation  - Strategies to recognize and challenge unhelpful thoughts  - Grounding techniques  - Stress management resources,Workshop,4/8/2024 1:00:00 PM,60,"Student Success Center, Counseling Center, 3105",False
882073,JMZoo ,,Special Event,4/8/2024 1:00:00 PM,180,Hillside Field,False
884311,Solar Eclipse Viewing Party,,Information Table,4/8/2024 2:00:00 PM,150,The Union Patio 1,False
884313,Solar Eclipse Viewing Party,,Information Table,4/8/2024 2:00:00 PM,150,The Union Patio 3,False
884312,Solar Eclipse Viewing Party,,Information Table,4/8/2024 2:00:00 PM,150,The Union Patio 2,False
879605,Mending Hour,Did you tear a hole in your favorite pants? Got a shirt you want cropped or a cute dress that’s just a little too long? Lost a button? Bring your clothes that could use a little attention and we’ll work together to fix them up. All supplies provided! Held in The Makery in Rose Library. No registration required. Just drop by between 4 and 5 p.m. during one of our Mending Hours dates!,Workshop,4/8/2024 4:00:00 PM,60,Rose Library Makery (1st Floor),False
875092,Adult and Pediatric CPR/First Aid/AED Class, Learn more and sign up on urecregister.jmu.edu! ,Instruction,4/8/2024 6:00:00 PM,150,UREC Wet Classroom (Room 133),False
884054,Pathfinders: Emotional Intelligent Leadership  ,,Workshop,4/8/2024 6:00:00 PM,60,Festival Conference Room 2,False
864312,Easy Plant-Based Cooking ,  Learn more and sign up on urecregister.jmu.edu! ,Wellness - UREC,4/8/2024 6:30:00 PM,60,UREC Demo Kitchen (Room 129a),False
884067,Asian Student Union Karaoke and Game night,,Recreational Event,4/8/2024 7:00:00 PM,119,"The Union, Taylor 402",False
883981,SRE Panel with Wei Huang,,Speaker,4/8/2024 7:00:00 PM,60,Hartman Hall 2008,False
884258,Understanding Well-Being,,Workshop,4/8/2024 7:00:00 PM,60,Miller Hall 2180,False
885226,Reducing the Risk,,Workshop,4/9/2024 10:00:00 AM,60,Success Center 4049,False
883669,APIDA Faculty Caucus Panel &amp; Lunch,Join CMSS and the APIDA Faculty Caucus for lunch and a panel conversation with members of the APIDA community of JMU and Harrisonburg Rockingham Community. ,Special Event,4/9/2024 12:00:00 PM,90,"Student Success Center, Center for Multicultural Student Services (1st Floor)",False
877727,Anxiety Toolbox (Part 1),"Anxiety Toolbox offers one of the quickest ways to access evidence-based strategies and interventions to reduce anxiety symptoms. This series consists of three 50-minute structured workshops that build on the information shared in each part:Part 1 assists with understanding your anxiety, introduces controlled breathing for slowing down and disrupting the experience of anxiety and provides information to assist with healthy sleep.",Workshop,4/9/2024 12:30:00 PM,60,"Student Success Center, Counseling Center, 3105",False
877728,Anxiety Toolbox (Part 2),"Anxiety Toolbox offers one of the quickest ways to access evidence-based strategies and interventions to reduce anxiety symptoms. This series consists of three 50-minute structured workshops that build on the information shared in each part:Part 2 assists with understanding the situations and thoughts that can increase and maintain your anxiety, and provides an opportunity to practice a useful relaxation technique and reduce tension.",Workshop,4/9/2024 4:00:00 PM,60,"Student Success Center, Counseling Center, 3105",False
850668,Honor Societies Initiation ,,Speaker,4/9/2024 4:00:00 PM,150,"The Union, Taylor 404",False
879777,Academic Success Program Workshop:  Time Management,,Workshop,4/9/2024 5:30:00 PM,60,"The Union, Taylor 304",False
880750,Panhellenic Unity Speaker,,Speaker,4/9/2024 5:30:00 PM,150,Festival Ballroom Grand,False
880994,CGE x UCC: Job Searching/Internships, Join us on this Zoom link at 6pm April 9  CGE is      partnering with the University Career Center to host a virtual Panel      discussion via Zoom- link featuring current      OPT students. Students on this panel will share their insights and tips on      navigating the internship/job search process as an international student. Handshake users can check out this link for more information.,Workshop,4/9/2024 6:00:00 PM,60,"Virtual Events, Virtual Event",False
868216,Learn to Climb,  Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,4/9/2024 6:00:00 PM,90,UREC Adventure Instruction (Room 135),False
867928,Swim Fitness Series, Learn more and sign up on urecregister.jmu.edu!,Instruction,4/9/2024 6:00:00 PM,60,UREC Pool (Lane 6),False
864223,Breakfast Blasters ,  Learn more and sign up on urecregister.jmu.edu! ,Wellness - UREC,4/9/2024 6:30:00 PM,60,UREC Demo Kitchen (Room 129a),False
875963,Common Good in the Commonwealth,"Join us for a fireside chat on Tuesday, April 9th, at 7:00 p.m. with Secretary Aimee Guidera in Wilson Hall Auditorium.  Aimee Rogstad Guidera, appointed as Virginia's Secretary of Education by Governor Youngkin in December 2021, oversees education from Pre-K through Postsecondary in the Commonwealth of Virginia. Prior to this role, she was a strategic consultant, aiding states, foundations, companies, and nonprofits in enhancing student learning and outcomes. Guidera is well known in education circles, having founded and led the Data Quality Campaign. She was also recognized by TIME as one of their 12 Education Activists of 2012. She has been widely recognized for her expertise in education policy, featured in publications such as Business Week, NPR, and Education Week. The event is free and open to the public. ",Speaker,4/9/2024 7:00:00 PM,60,Wilson Hall Auditorium,False
884072,Yoga Under The Stars with Avery Coleman,,Social,4/9/2024 7:00:00 PM,180,Festival Patio / Stage,False
884073,Yoga Under The Stars with Avery Coleman,,Social,4/9/2024 7:00:00 PM,180,Festival Lawn,False
857702,Chi Alpha Tuesday Night Live,,Religious Activity,4/9/2024 8:00:00 PM,90,Festival Highlands Room,False
855658,The Birds,"In The Birds, acclaimed Indigenous playwright Yvette Nolan has potently adapted Aristophanes’ classic comedy that follows two humans seeking freedom and a better way of life as they travel to the fabled land of birds. Soon they begin to recreate this newfound paradise in their image on Turtle Island, with no regard for the land's original occupants. Nolan’s adaptation examines the Indigenous / settler relationship and respect for the land with insightful wit and lasting resonance. The guest director is award-winning director, Reneltta Arluk. Featuring students from JMU’s School of Theatre and Dance. BUY SUBSCRIPTION   BUY SINGLE TICKETS   Price  Regular: $20  Subscriber: $18  JMU Fac/Staff: $19  Senior (62+): $19  Students: $13  STUDENT TICKETS: One per ID. JMU Student - In Person and online via student login. Other Student - In Person only.  TICKETS: Online, box office (in person at 147 Warsaw Ave. or by phone at 540.568.7000).   Seating: General Admission   Patron Policies",Performance,4/9/2024 8:00:00 PM,0,"Forbes Center, Studio Theatre",False
870178,Tuesday Night Trivia,,Social,4/9/2024 8:00:00 PM,120,"The Union, TDU Stage",False
852253,Farmers Market,,Special Event,4/10/2024 9:00:00 AM,420,The Union Patio 1,False
877730,Anxiety Toolbox (Part 3),Anxiety Toolbox offers one of the quickest ways to access evidence-based strategies and interventions to reduce anxiety symptoms. This series consists of three 50-minute structured workshops that build on the information shared in each part:  Part 3 introduces alternative ways to respond to your anxiety and provides resources to create a personalized action plan for managing anxiety.,Workshop,4/10/2024 11:00:00 AM,60,"Student Success Center, Counseling Center, 3105",False
881559,Special Olympics Fundraiser,,Fundraising / Philanthropy,4/10/2024 11:00:00 AM,120,Warner Commons 3,False
881543,Elev8 Ethics - Dr. Travis Rieder Public Session,"Dr. Travis N. Rieder, Director of the Master of Bioethics degree program at the Johns Hopkins Berman Institute of Bioethics, will discuss the challenge of thinking and acting ethically in a time dominated by problems that seem too big and complex to be solved alone. You don’t want to miss this discussion!      In his new book, Catastrophe Ethics: How to Choose Well in a World of Tough Choices, Dr. Rieder addresses the challenge we all face – how to be a decent human being in the modern world. His book takes readers on a tour of both traditional moral concepts and newer philosophical tools to examine problems like climate change and consumerism and the ethical questions those problems raise. Dr. Rieder addresses the distressing truth that tiny individual contributions don't seem to make a meaningful difference while offering suggestions on how all of us can live ethically.    Seating is limited, register today: https://forms.office.com/r/RDHqVYLKDv",Speaker,4/10/2024 2:30:00 PM,90,The Union Ballroom,False
852255,Tea Time,,Social,4/10/2024 3:00:00 PM,120,The Union 3rd Floor Lounge,False
874699,Science and Math Learning Center Tutoring East Campus Student Services,,Instruction,4/10/2024 3:30:00 PM,240,EnGeo 0303 ,False
884911,Academic Success Program Workshop:  Studying,,Workshop,4/10/2024 4:00:00 PM,60,"The Union, Taylor 309",False
884257,D3: How the way we talk can change the way we work,,Instruction,4/10/2024 4:15:00 PM,90,UREC Meeting Room (Room 124),False
876369,Practicing Presence in Plain Sight: A Collaborative Meditation with Dr. Mark Gabriele,,Wellness,4/10/2024 5:30:00 PM,60,"The Union, Warren 419 (The Serenity Center)",False
868204,Learn to Boulder,  Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,4/10/2024 6:00:00 PM,90,UREC Adventure Instruction (Room 135),False
856548,Qoulda Been ReQords 2: Karaoke Edition,,Competition,4/10/2024 6:00:00 PM,180,"The Union, TDU Stage",False
864320,Cooking with Seasonal Produce ,  Learn more and sign up on urecregister.jmu.edu! ,Wellness - UREC,4/10/2024 6:30:00 PM,60,UREC Demo Kitchen (Room 129a),False
857796,Student Organization Awards and Recognition Ceremony,,Reception,4/10/2024 7:00:00 PM,120,Festival Ballroom Grand,False
857797,RUF Large Group,,Religious Activity,4/10/2024 8:00:00 PM,120,"The Union, Taylor 405",False
855659,The Birds,"In The Birds, acclaimed Indigenous playwright Yvette Nolan has potently adapted Aristophanes’ classic comedy that follows two humans seeking freedom and a better way of life as they travel to the fabled land of birds. Soon they begin to recreate this newfound paradise in their image on Turtle Island, with no regard for the land's original occupants. Nolan’s adaptation examines the Indigenous / settler relationship and respect for the land with insightful wit and lasting resonance. The guest director is award-winning director, Reneltta Arluk. Featuring students from JMU’s School of Theatre and Dance. BUY SUBSCRIPTION   BUY SINGLE TICKETS   Price  Regular: $20  Subscriber: $18  JMU Fac/Staff: $19  Senior (62+): $19  Students: $13  STUDENT TICKETS: One per ID. JMU Student - In Person and online via student login. Other Student - In Person only.  TICKETS: Online, box office (in person at 147 Warsaw Ave. or by phone at 540.568.7000).   Seating: General Admission   Patron Policies",Performance,4/10/2024 8:00:00 PM,0,"Forbes Center, Studio Theatre",False
885334,Emulating Life: A Guided Meditation and Sound-Healing Immersion,,Workshop,4/11/2024 9:00:00 AM,60,"The Union, Warren 419 (The Serenity Center)",False
880119,Anxiety Toolbox (Part 2)," Anxiety Toolbox offers one of the quickest ways to access evidence-based strategies and interventions to reduce anxiety symptoms. This series consists of three 50-minute structured workshops that build on the information shared in each part:Part 2 assists with understanding the situations and thoughts that can increase and maintain your anxiety, and provides an opportunity to practice a useful relaxation technique and reduce tension.",Workshop,4/11/2024 9:45:00 AM,60,"Student Success Center, Counseling Center, 3105",False
884338,UCC Headshots," The UCC Media Team hosts weekly, free photo sessions. They'll take a few professional headshots (photos) that can be used anywhere you need a good profile photo (i.e. Linkedin profile, Handshake profile, website, online portfolio, etc.) and send them back promptly. Please contact Rose Guo at guozx@jmu.edu if you have any additional questions.",Photo,4/11/2024 10:30:00 AM,60,"Holland Yates Hall,",False
879778,Academic Success Program Workshop:  Motivation,,Workshop,4/11/2024 11:00:00 AM,60,"The Union, Taylor 304",False
854725,Crafternoon,,Social,4/11/2024 12:00:00 PM,300,The Union Patio 1,False
876643,CMSS Leadership Seminar,,Workshop,4/11/2024 1:00:00 PM,60,Success Center 1075,False
874683,"Science and Math Learning Center Tutoring, East Campus Services",,Instruction,4/11/2024 2:00:00 PM,300,EnGeo 0303 ,False
879770,Academic Success Program Workshop:  Self-Care,,Workshop,4/11/2024 5:00:00 PM,60,"The Union, Taylor 309",False
885335,Emulating Life: A Guided Meditation and Sound-Healing Immersion,,Workshop,4/11/2024 5:00:00 PM,60,"The Union, Warren 419 (The Serenity Center)",False
879375,Anxiety Toolbox,,Workshop,4/11/2024 5:30:00 PM,60,Miller Hall 2170,False
868194,Learn to Belay and Climb,  Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,4/11/2024 6:00:00 PM,120,UREC Adventure Instruction (Room 135),False
884259,University Career Center Workshop,,Workshop,4/11/2024 6:00:00 PM,120,Burruss Hall 0139,False
852260,Underground Sound Concert Series ,,Concert,4/11/2024 6:30:00 PM,90,"The Union, TDU Stage",False
865756,Vegan around the World ,  Learn more and sign up on urecregister.jmu.edu! ,Wellness - UREC,4/11/2024 6:30:00 PM,60,UREC Demo Kitchen (Room 129a),False
855473,The Birds,"In The Birds, acclaimed Indigenous playwright Yvette Nolan has potently adapted Aristophanes’ classic comedy that follows two humans seeking freedom and a better way of life as they travel to the fabled land of birds. Soon they begin to recreate this newfound paradise in their image on Turtle Island, with no regard for the land's original occupants. Nolan’s adaptation examines the Indigenous / settler relationship and respect for the land with insightful wit and lasting resonance. The guest director is award-winning director, Reneltta Arluk. Featuring students from JMU’s School of Theatre and Dance. BUY SUBSCRIPTION   BUY SINGLE TICKETS   Price  Regular: $20  Subscriber: $18  JMU Fac/Staff: $19  Senior (62+): $19  Students: $13  STUDENT TICKETS: One per ID. JMU Student - In Person and online via student login. Other Student - In Person only.  TICKETS: Online, box office (in person at 147 Warsaw Ave. or by phone at 540.568.7000).   Seating: General Admission   Patron Policies",Performance,4/11/2024 8:00:00 PM,0,"Forbes Center, Studio Theatre",False
868700,Backpacking in Shenandoah National Park,,Recreational Event,4/11/2024 9:00:00 PM,60,UREC Adventure Instruction (Room 135),False
856262,New &amp; Improv &#39;d Show,,Performance,4/11/2024 9:00:00 PM,60,"The Union, TDU Stage",False
868239,Try A Kayak,  Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,4/11/2024 9:00:00 PM,120,UREC Pool (Lane 1),False
884546,IFC Coffee With Cops,,Social,4/12/2024 8:00:00 AM,60,"The Union, Taylor 206",False
885544,CS Guest Speaker - Dr. Chris Johnson,,Speaker,4/12/2024 11:30:00 AM,60,King Hall 0236,False
865124,Pinterest Inspired Meals ,  Learn more and sign up on urecregister.jmu.edu! ,Wellness - UREC,4/12/2024 12:00:00 PM,60,UREC Demo Kitchen (Room 129a),False
868180,Yoga Hike,,Recreational Event,4/12/2024 1:00:00 PM,240,Adventure Trip 2,False
874914,Laser Cutting 101: Intro &amp; Basics,Make something of your own on the Glowforge laser cutter in The Makery! Take this workshop to explore the basics of laser cutting including how to use the computer numerical control (CNC) machine. Held in The Makery in Rose Library. This is not a series—you’ll want to sign up for one of these available dates.,Workshop,4/12/2024 2:00:00 PM,75,Rose Library Makery (1st Floor),False
868222,Two Wheels and Two Scoops,  Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,4/12/2024 3:00:00 PM,120,Adventure Trip 1,False
872274,Softball vs. Marshall,,Competition - Athletic,4/12/2024 4:00:00 PM,180,Veteran Memorial Softball Stadium,False
876180,JMU Bible and Prayer Fellowship,,Religious Activity,4/12/2024 6:30:00 PM,150,"The Union, Taylor 302",False
880174,Volleyball Spring Game vs. William &amp; Mary,,Competition - Athletic,4/12/2024 6:30:00 PM,120,Volleyball Courts,False
882937,SJP Movie Night: Waltz with Bashir,,Film,4/12/2024 7:00:00 PM,180,Grafton-Stovall Theatre,False
881778,The LEGO Batman Movie ,,Special Event,4/12/2024 7:30:00 PM,150,"The Union, TDU Stage",False
855474,The Birds,"In The Birds, acclaimed Indigenous playwright Yvette Nolan has potently adapted Aristophanes’ classic comedy that follows two humans seeking freedom and a better way of life as they travel to the fabled land of birds. Soon they begin to recreate this newfound paradise in their image on Turtle Island, with no regard for the land's original occupants. Nolan’s adaptation examines the Indigenous / settler relationship and respect for the land with insightful wit and lasting resonance. The guest director is award-winning director, Reneltta Arluk. Featuring students from JMU’s School of Theatre and Dance. BUY SUBSCRIPTION   BUY SINGLE TICKETS   Price  Regular: $20  Subscriber: $18  JMU Fac/Staff: $19  Senior (62+): $19  Students: $13  STUDENT TICKETS: One per ID. JMU Student - In Person and online via student login. Other Student - In Person only.  TICKETS: Online, box office (in person at 147 Warsaw Ave. or by phone at 540.568.7000).   Seating: General Admission   Patron Policies",Performance,4/12/2024 8:00:00 PM,0,"Forbes Center, Studio Theatre",False
872281,JMU Invitational,,Competition - Athletic,4/13/2024 8:00:00 AM,600,Sentara Park Athletics (All),False
868698,Backpacking in Shenandoah National Park,,Recreational Event,4/13/2024 9:00:00 AM,870,Adventure Trip 2,False
880657,Lifeguard Recertification , Learn more and sign up on urecregister.jmu.edu! ,Instruction,4/13/2024 9:00:00 AM,480,UREC Wet Classroom (Room 133),False
884029,Fishing Fun in the Shenandoah,,Recreational Event,4/13/2024 10:00:00 AM,450,Adventure Trip 3,False
868169,Intro to Mountain Biking at Rocktown Trails,,Recreational Event,4/13/2024 1:00:00 PM,240,Adventure Trip 1,False
876669,JMU Field Hockey vs American,,Competition - Athletic,4/13/2024 1:00:00 PM,120,Turf,False
872275,Softball vs. Marshall,,Competition - Athletic,4/13/2024 1:00:00 PM,180,Veteran Memorial Softball Stadium,False
881033,Purple Reign," Celebrate the end of the school year with live music, inflatables, caricature artists, free food, giveaways and more! Dayglow is this year's headlining act!  No tickets are required for this event, it is free and open to JMU students only. Must go through security and have your JAC to enter. ",Concert,4/13/2024 3:00:00 PM,300,Festival Lawn,False
885235,Interfaith Praise and Worship Night ,,Performance,4/13/2024 4:00:00 PM,480,"The Union, TDU Stage",False
885236,Interfaith Praise and Worship Night ,,Performance,4/13/2024 4:00:00 PM,480,"The Union, TDU Billiards",False
861326,BluesTones Spring Concert,,Concert,4/13/2024 5:00:00 PM,120,Grafton-Stovall Theatre,False
869034,Moong Crew Showcase,"Moong Crew dance team will be hosting their first ever K-pop dance showcase, featuring dance teams from various other colleges in the area! This event is free to the public so make sure to come watch the many talented teams perform from and bring a friend!",Performance,4/13/2024 5:00:00 PM,120,Wilson Hall Auditorium,False
883817,LSA Celebracion Latina,,Reception,4/13/2024 6:30:00 PM,330,Festival Ballroom Grand,False
855662,Boca Tuya," Boca Tuya is the New York-based dance incubator led by acclaimed choreographer Omar Román De Jesús, a 2023 Baryshnikov Arts Center inaugural fellow at Kaatsbaan Cultural Park, a 2022 Princess Grace Award winner and a 2022 NYSCA/NYFA Artist Fellow in Choreography. Boca Tuya’s “choreography is punctuated with moments of delicate wonder.” (Stage Buddy) Román De Jesús has a gift for creating captivating works that reflect his cultural heritage while highlighting rhythmic narratives through classical and contemporary dance forms, driven by an inventive movement vocabulary. He has been commissioned to create work for over 20 premier dance companies and universities around the US. Don’t miss this extraordinary dance experience! “Chillingly beautiful” — Chosen Magazine  BUY SUBSCRIPTION   BUY SINGLE TICKETS   Price  Regular: $36  Subscriber: $29  JMU Fac/Staff: $33  Senior (62+): $33  TICKETS: Online, box office (in person at 147 Warsaw Ave. or by phone at 540.568.7000).   Seating: General Admission   Patron Policies",Performance,4/13/2024 8:00:00 PM,0,"Forbes Center, Earlynn J MIller Dance Theatre",False
855475,The Birds,"In The Birds, acclaimed Indigenous playwright Yvette Nolan has potently adapted Aristophanes’ classic comedy that follows two humans seeking freedom and a better way of life as they travel to the fabled land of birds. Soon they begin to recreate this newfound paradise in their image on Turtle Island, with no regard for the land's original occupants. Nolan’s adaptation examines the Indigenous / settler relationship and respect for the land with insightful wit and lasting resonance. The guest director is award-winning director, Reneltta Arluk. Featuring students from JMU’s School of Theatre and Dance. BUY SUBSCRIPTION   BUY SINGLE TICKETS   Price  Regular: $20  Subscriber: $18  JMU Fac/Staff: $19  Senior (62+): $19  Students: $13  STUDENT TICKETS: One per ID. JMU Student - In Person and online via student login. Other Student - In Person only.  TICKETS: Online, box office (in person at 147 Warsaw Ave. or by phone at 540.568.7000).   Seating: General Admission   Patron Policies",Performance,4/13/2024 8:00:00 PM,0,"Forbes Center, Studio Theatre",False
885168,VSA Duke Bowl,,Recreational Event,4/14/2024 8:00:00 AM,630,UPark Turf Field C,False
885167,VSA Duke Bowl,,Recreational Event,4/14/2024 8:00:00 AM,600,UPark Rec Pavilion,False
885169,VSA Duke Bowl,,Recreational Event,4/14/2024 8:00:00 AM,630,UPark Turf Field B,False
885170,VSA Duke Bowl,,Recreational Event,4/14/2024 8:00:00 AM,285,UPark Turf Field A,False
868699,Backpacking in Shenandoah National Park,,Recreational Event,4/14/2024 9:00:00 AM,360,Adventure Trip 2,False
883676,CMSS Adventure Leadership Summit,,Recreational Event,4/14/2024 9:00:00 AM,540,Adventure Trip 1,False
875692,Women&#39;s Tennis vs. GA Southern,,Competition - Athletic,4/14/2024 10:00:00 AM,180,Hillside Tennis Courts,False
880173,Women&#39;s Soccer Game vs Towson,,Competition - Athletic,4/14/2024 11:00:00 AM,480,Sentara Park Athletics Pavilion,False
872276,Softball vs. Marshall,,Competition - Athletic,4/14/2024 12:00:00 PM,180,Veteran Memorial Softball Stadium,False
884235,Bengali New Year Celebration,,Meal,4/14/2024 1:00:00 PM,120,Festival Highlands Room,False
855663,Boca Tuya," Boca Tuya is the New York-based dance incubator led by acclaimed choreographer Omar Román De Jesús, a 2023 Baryshnikov Arts Center inaugural fellow at Kaatsbaan Cultural Park, a 2022 Princess Grace Award winner and a 2022 NYSCA/NYFA Artist Fellow in Choreography. Boca Tuya’s “choreography is punctuated with moments of delicate wonder.” (Stage Buddy) Román De Jesús has a gift for creating captivating works that reflect his cultural heritage while highlighting rhythmic narratives through classical and contemporary dance forms, driven by an inventive movement vocabulary. He has been commissioned to create work for over 20 premier dance companies and universities around the US. Don’t miss this extraordinary dance experience! “Chillingly beautiful” — Chosen Magazine  BUY SUBSCRIPTION   BUY SINGLE TICKETS   Price  Regular: $36  Subscriber: $29  JMU Fac/Staff: $33  Senior (62+): $33  TICKETS: Online, box office (in person at 147 Warsaw Ave. or by phone at 540.568.7000).   Seating: General Admission   Patron Policies",Performance,4/14/2024 2:00:00 PM,0,"Forbes Center, Earlynn J MIller Dance Theatre",False
882248,Practicing Self-Compassion,"This workshop explores what self-compassion is and what it is not and how to start practicing self-compassion on a day to day to help improve overall well-being. NO REGISTRATION REQUIRED – This is a first come, first serve event. ",Workshop,4/14/2024 2:00:00 PM,60,"Student Success Center, 3240",False
