Zone,Current Availability,Day of Week,month,hour,Fall Break,Family Weekend,Home Football Game,Home Football Game (Homecoming),Labor Day
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,1,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1460,0,9,2,0,0,0,0,1
22,1461,0,9,2,0,0,0,0,1
22,1461,0,9,2,0,0,0,0,1
22,1461,0,9,2,0,0,0,0,1
22,1461,0,9,2,0,0,0,0,1
22,1461,0,9,2,0,0,0,0,1
22,1461,0,9,2,0,0,0,0,1
22,1461,0,9,2,0,0,0,0,1
22,1461,0,9,2,0,0,0,0,1
22,1461,0,9,2,0,0,0,0,1
22,1461,0,9,2,0,0,0,0,1
22,1461,0,9,2,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,3,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1460,0,9,4,0,0,0,0,1
22,1460,0,9,4,0,0,0,0,1
22,1460,0,9,4,0,0,0,0,1
22,1460,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,4,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1460,0,9,5,0,0,0,0,1
22,1460,0,9,5,0,0,0,0,1
22,1460,0,9,5,0,0,0,0,1
22,1460,0,9,5,0,0,0,0,1
22,1460,0,9,5,0,0,0,0,1
22,1460,0,9,5,0,0,0,0,1
22,1460,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,5,0,0,0,0,1
22,1461,0,9,6,0,0,0,0,1
22,1461,0,9,6,0,0,0,0,1
22,1461,0,9,6,0,0,0,0,1
22,1461,0,9,6,0,0,0,0,1
22,1461,0,9,6,0,0,0,0,1
22,1461,0,9,6,0,0,0,0,1
22,1461,0,9,6,0,0,0,0,1
22,1461,0,9,6,0,0,0,0,1
22,1461,0,9,6,0,0,0,0,1
22,1461,0,9,6,0,0,0,0,1
22,1461,0,9,6,0,0,0,0,1
22,1461,0,9,6,0,0,0,0,1
22,1460,0,9,6,0,0,0,0,1
22,1460,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1458,0,9,6,0,0,0,0,1
22,1458,0,9,6,0,0,0,0,1
22,1458,0,9,6,0,0,0,0,1
22,1458,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1459,0,9,6,0,0,0,0,1
22,1458,0,9,7,0,0,0,0,1
22,1458,0,9,7,0,0,0,0,1
22,1456,0,9,7,0,0,0,0,1
22,1456,0,9,7,0,0,0,0,1
22,1456,0,9,7,0,0,0,0,1
22,1456,0,9,7,0,0,0,0,1
22,1456,0,9,7,0,0,0,0,1
22,1456,0,9,7,0,0,0,0,1
22,1456,0,9,7,0,0,0,0,1
22,1456,0,9,7,0,0,0,0,1
22,1456,0,9,7,0,0,0,0,1
22,1456,0,9,7,0,0,0,0,1
22,1456,0,9,7,0,0,0,0,1
22,1456,0,9,7,0,0,0,0,1
22,1456,0,9,7,0,0,0,0,1
22,1456,0,9,7,0,0,0,0,1
22,1456,0,9,7,0,0,0,0,1
22,1456,0,9,7,0,0,0,0,1
22,1456,0,9,7,0,0,0,0,1
22,1456,0,9,7,0,0,0,0,1
22,1456,0,9,7,0,0,0,0,1
22,1456,0,9,7,0,0,0,0,1
22,1455,0,9,7,0,0,0,0,1
22,1454,0,9,7,0,0,0,0,1
22,1454,0,9,7,0,0,0,0,1
22,1454,0,9,7,0,0,0,0,1
22,1454,0,9,7,0,0,0,0,1
22,1453,0,9,7,0,0,0,0,1
22,1453,0,9,7,0,0,0,0,1
22,1454,0,9,7,0,0,0,0,1
22,1455,0,9,7,0,0,0,0,1
22,1454,0,9,7,0,0,0,0,1
22,1453,0,9,7,0,0,0,0,1
22,1449,0,9,7,0,0,0,0,1
22,1448,0,9,7,0,0,0,0,1
22,1447,0,9,7,0,0,0,0,1
22,1446,0,9,7,0,0,0,0,1
22,1443,0,9,7,0,0,0,0,1
22,1441,0,9,7,0,0,0,0,1
22,1441,0,9,7,0,0,0,0,1
22,1441,0,9,7,0,0,0,0,1
22,1440,0,9,7,0,0,0,0,1
22,1439,0,9,7,0,0,0,0,1
22,1439,0,9,7,0,0,0,0,1
22,1439,0,9,7,0,0,0,0,1
22,1438,0,9,7,0,0,0,0,1
22,1437,0,9,7,0,0,0,0,1
22,1437,0,9,7,0,0,0,0,1
22,1437,0,9,7,0,0,0,0,1
22,1436,0,9,7,0,0,0,0,1
22,1436,0,9,7,0,0,0,0,1
22,1436,0,9,7,0,0,0,0,1
22,1436,0,9,7,0,0,0,0,1
22,1436,0,9,7,0,0,0,0,1
22,1436,0,9,7,0,0,0,0,1
22,1435,0,9,7,0,0,0,0,1
22,1436,0,9,7,0,0,0,0,1
22,1435,0,9,7,0,0,0,0,1
22,1435,0,9,8,0,0,0,0,1
22,1435,0,9,8,0,0,0,0,1
22,1435,0,9,8,0,0,0,0,1
22,1435,0,9,8,0,0,0,0,1
22,1435,0,9,8,0,0,0,0,1
22,1434,0,9,8,0,0,0,0,1
22,1434,0,9,8,0,0,0,0,1
22,1434,0,9,8,0,0,0,0,1
22,1433,0,9,8,0,0,0,0,1
22,1432,0,9,8,0,0,0,0,1
22,1428,0,9,8,0,0,0,0,1
22,1425,0,9,8,0,0,0,0,1
22,1425,0,9,8,0,0,0,0,1
22,1426,0,9,8,0,0,0,0,1
22,1426,0,9,8,0,0,0,0,1
22,1424,0,9,8,0,0,0,0,1
22,1424,0,9,8,0,0,0,0,1
22,1424,0,9,8,0,0,0,0,1
22,1419,0,9,8,0,0,0,0,1
22,1419,0,9,8,0,0,0,0,1
22,1419,0,9,8,0,0,0,0,1
22,1418,0,9,8,0,0,0,0,1
22,1415,0,9,8,0,0,0,0,1
22,1412,0,9,8,0,0,0,0,1
22,1412,0,9,8,0,0,0,0,1
22,1411,0,9,8,0,0,0,0,1
22,1410,0,9,8,0,0,0,0,1
22,1409,0,9,8,0,0,0,0,1
22,1407,0,9,8,0,0,0,0,1
22,1405,0,9,8,0,0,0,0,1
22,1402,0,9,8,0,0,0,0,1
22,1399,0,9,8,0,0,0,0,1
22,1399,0,9,8,0,0,0,0,1
22,1398,0,9,8,0,0,0,0,1
22,1394,0,9,8,0,0,0,0,1
22,1394,0,9,8,0,0,0,0,1
22,1388,0,9,8,0,0,0,0,1
22,1384,0,9,8,0,0,0,0,1
22,1380,0,9,8,0,0,0,0,1
22,1376,0,9,8,0,0,0,0,1
22,1370,0,9,8,0,0,0,0,1
22,1366,0,9,8,0,0,0,0,1
22,1356,0,9,8,0,0,0,0,1
22,1347,0,9,8,0,0,0,0,1
22,1344,0,9,8,0,0,0,0,1
22,1336,0,9,8,0,0,0,0,1
22,1333,0,9,8,0,0,0,0,1
22,1327,0,9,8,0,0,0,0,1
22,1323,0,9,8,0,0,0,0,1
22,1311,0,9,8,0,0,0,0,1
22,1309,0,9,8,0,0,0,0,1
22,1303,0,9,8,0,0,0,0,1
22,1288,0,9,8,0,0,0,0,1
22,1282,0,9,8,0,0,0,0,1
22,1270,0,9,8,0,0,0,0,1
22,1256,0,9,8,0,0,0,0,1
22,1249,0,9,8,0,0,0,0,1
22,1244,0,9,8,0,0,0,0,1
22,1236,0,9,9,0,0,0,0,1
22,1232,0,9,9,0,0,0,0,1
22,1226,0,9,9,0,0,0,0,1
22,1223,0,9,9,0,0,0,0,1
22,1218,0,9,9,0,0,0,0,1
22,1213,0,9,9,0,0,0,0,1
22,1205,0,9,9,0,0,0,0,1
22,1206,0,9,9,0,0,0,0,1
22,1200,0,9,9,0,0,0,0,1
22,1194,0,9,9,0,0,0,0,1
22,1191,0,9,9,0,0,0,0,1
22,1187,0,9,9,0,0,0,0,1
22,1183,0,9,9,0,0,0,0,1
22,1180,0,9,9,0,0,0,0,1
22,1170,0,9,9,0,0,0,0,1
22,1165,0,9,9,0,0,0,0,1
22,1162,0,9,9,0,0,0,0,1
22,1159,0,9,9,0,0,0,0,1
22,1160,0,9,9,0,0,0,0,1
22,1157,0,9,9,0,0,0,0,1
22,1154,0,9,9,0,0,0,0,1
22,1152,0,9,9,0,0,0,0,1
22,1150,0,9,9,0,0,0,0,1
22,1150,0,9,9,0,0,0,0,1
22,1145,0,9,9,0,0,0,0,1
22,1142,0,9,9,0,0,0,0,1
22,1143,0,9,9,0,0,0,0,1
22,1141,0,9,9,0,0,0,0,1
22,1139,0,9,9,0,0,0,0,1
22,1138,0,9,9,0,0,0,0,1
22,1136,0,9,9,0,0,0,0,1
22,1132,0,9,9,0,0,0,0,1
22,1130,0,9,9,0,0,0,0,1
22,1127,0,9,9,0,0,0,0,1
22,1122,0,9,9,0,0,0,0,1
22,1117,0,9,9,0,0,0,0,1
22,1114,0,9,9,0,0,0,0,1
22,1110,0,9,9,0,0,0,0,1
22,1106,0,9,9,0,0,0,0,1
22,1097,0,9,9,0,0,0,0,1
22,1089,0,9,9,0,0,0,0,1
22,1087,0,9,9,0,0,0,0,1
22,1079,0,9,9,0,0,0,0,1
22,1075,0,9,9,0,0,0,0,1
22,1066,0,9,9,0,0,0,0,1
22,1058,0,9,9,0,0,0,0,1
22,1044,0,9,9,0,0,0,0,1
22,1037,0,9,9,0,0,0,0,1
22,1027,0,9,9,0,0,0,0,1
22,1011,0,9,9,0,0,0,0,1
22,1005,0,9,9,0,0,0,0,1
22,999,0,9,9,0,0,0,0,1
22,989,0,9,9,0,0,0,0,1
22,975,0,9,9,0,0,0,0,1
22,960,0,9,9,0,0,0,0,1
22,949,0,9,9,0,0,0,0,1
22,936,0,9,9,0,0,0,0,1
22,912,0,9,9,0,0,0,0,1
22,899,0,9,10,0,0,0,0,1
22,893,0,9,10,0,0,0,0,1
22,882,0,9,10,0,0,0,0,1
22,882,0,9,10,0,0,0,0,1
22,875,0,9,10,0,0,0,0,1
22,869,0,9,10,0,0,0,0,1
22,866,0,9,10,0,0,0,0,1
22,866,0,9,10,0,0,0,0,1
22,869,0,9,10,0,0,0,0,1
22,869,0,9,10,0,0,0,0,1
22,868,0,9,10,0,0,0,0,1
22,870,0,9,10,0,0,0,0,1
22,873,0,9,10,0,0,0,0,1
22,871,0,9,10,0,0,0,0,1
22,869,0,9,10,0,0,0,0,1
22,871,0,9,10,0,0,0,0,1
22,873,0,9,10,0,0,0,0,1
22,873,0,9,10,0,0,0,0,1
22,872,0,9,10,0,0,0,0,1
22,870,0,9,10,0,0,0,0,1
22,868,0,9,10,0,0,0,0,1
22,868,0,9,10,0,0,0,0,1
22,867,0,9,10,0,0,0,0,1
22,868,0,9,10,0,0,0,0,1
22,869,0,9,10,0,0,0,0,1
22,867,0,9,10,0,0,0,0,1
22,868,0,9,10,0,0,0,0,1
22,869,0,9,10,0,0,0,0,1
22,871,0,9,10,0,0,0,0,1
22,871,0,9,10,0,0,0,0,1
22,869,0,9,10,0,0,0,0,1
22,866,0,9,10,0,0,0,0,1
22,866,0,9,10,0,0,0,0,1
22,866,0,9,10,0,0,0,0,1
22,867,0,9,10,0,0,0,0,1
22,866,0,9,10,0,0,0,0,1
22,866,0,9,10,0,0,0,0,1
22,869,0,9,10,0,0,0,0,1
22,867,0,9,10,0,0,0,0,1
22,867,0,9,10,0,0,0,0,1
22,867,0,9,10,0,0,0,0,1
22,864,0,9,10,0,0,0,0,1
22,863,0,9,10,0,0,0,0,1
22,858,0,9,10,0,0,0,0,1
22,856,0,9,10,0,0,0,0,1
22,856,0,9,10,0,0,0,0,1
22,857,0,9,10,0,0,0,0,1
22,854,0,9,10,0,0,0,0,1
22,851,0,9,10,0,0,0,0,1
22,847,0,9,10,0,0,0,0,1
22,848,0,9,10,0,0,0,0,1
22,844,0,9,10,0,0,0,0,1
22,840,0,9,10,0,0,0,0,1
22,836,0,9,10,0,0,0,0,1
22,832,0,9,10,0,0,0,0,1
22,829,0,9,10,0,0,0,0,1
22,823,0,9,10,0,0,0,0,1
22,819,0,9,10,0,0,0,0,1
22,817,0,9,10,0,0,0,0,1
22,815,0,9,11,0,0,0,0,1
22,806,0,9,11,0,0,0,0,1
22,803,0,9,11,0,0,0,0,1
22,802,0,9,11,0,0,0,0,1
22,804,0,9,11,0,0,0,0,1
22,797,0,9,11,0,0,0,0,1
22,791,0,9,11,0,0,0,0,1
22,781,0,9,11,0,0,0,0,1
22,774,0,9,11,0,0,0,0,1
22,773,0,9,11,0,0,0,0,1
22,771,0,9,11,0,0,0,0,1
22,766,0,9,11,0,0,0,0,1
22,765,0,9,11,0,0,0,0,1
22,758,0,9,11,0,0,0,0,1
22,757,0,9,11,0,0,0,0,1
22,753,0,9,11,0,0,0,0,1
22,756,0,9,11,0,0,0,0,1
